0,2.3397489E-08;
1,2.3399489E-08;
2,2.3400489E-08;
3,2.3400489E-08;
4,2.3395488E-08;
5,2.3396489E-08;
6,2.3401489E-08;
7,2.3397488E-08;
8,2.3403487E-08;
9,2.3399489E-08;
10,2.3402489E-08;
11,2.3400489E-08;
12,2.3394488E-08;
13,2.3400489E-08;
14,2.3400489E-08;
15,2.3399489E-08;
16,2.3399487E-08;
17,2.3398488E-08;
18,2.3402489E-08;
19,2.3400489E-08;
20,2.3398488E-08;
21,2.3399689E-08;
22,2.3402492E-08;
23,2.3397288E-08;
24,2.339549E-08;
25,2.3396488E-08;
26,2.339949E-08;
27,2.3398492E-08;
28,2.3401689E-08;
29,2.339549E-08;
30,2.339749E-08;
31,2.3397487E-08;
32,2.3400489E-08;
33,2.3395486E-08;
34,2.3396488E-08;
35,2.3400489E-08;
36,2.3400489E-08;
37,2.3400489E-08;
38,2.3399487E-08;
39,2.3402492E-08;
40,2.3398492E-08;
41,2.3399487E-08;
42,2.339749E-08;
43,2.3399487E-08;
44,2.3399494E-08;
45,2.3400489E-08;
46,2.3398492E-08;
47,2.3402485E-08;
48,2.3400489E-08;
49,2.3398492E-08;
50,2.3399487E-08;
51,2.3396488E-08;
52,2.3400489E-08;
53,2.3401483E-08;
54,2.3400489E-08;
55,2.3400489E-08;
56,2.3399487E-08;
57,2.3395494E-08;
58,2.339749E-08;
59,2.3402492E-08;
60,2.3401491E-08;
61,2.3403487E-08;
62,2.3399487E-08;
63,2.3400489E-08;
64,2.3398485E-08;
65,2.3398499E-08;
66,2.3401498E-08;
67,2.3405491E-08;
68,2.3398485E-08;
69,2.339948E-08;
70,2.3396481E-08;
71,2.3407495E-08;
72,2.3398485E-08;
73,2.3402478E-08;
74,2.3403487E-08;
75,2.3401483E-08;
76,2.3400489E-08;
77,2.3396495E-08;
78,2.3398485E-08;
79,2.339948E-08;
80,2.339948E-08;
81,2.3398485E-08;
82,2.3398485E-08;
83,2.3401498E-08;
84,2.3396495E-08;
85,2.3393483E-08;
86,2.339749E-08;
87,2.3400489E-08;
88,2.339749E-08;
89,2.339749E-08;
90,2.3401498E-08;
91,2.3400489E-08;
92,2.3399494E-08;
93,2.339749E-08;
94,2.3403487E-08;
95,2.3401483E-08;
96,2.3394477E-08;
97,2.3399494E-08;
98,2.3401483E-08;
99,2.3399494E-08;
100,2.3399494E-08;
101,2.3396495E-08;
102,2.3396495E-08;
103,2.3401483E-08;
104,2.3401483E-08;
105,2.3401483E-08;
106,2.3400489E-08;
107,2.339948E-08;
108,2.339749E-08;
109,2.3399494E-08;
110,2.3398485E-08;
111,2.3401483E-08;
112,2.3401483E-08;
113,2.339749E-08;
114,2.339749E-08;
115,2.3402478E-08;
116,2.3395486E-08;
117,2.3399494E-08;
118,2.3402492E-08;
119,2.3402492E-08;
120,2.3400688E-08;
121,2.3398499E-08;
122,2.3403487E-08;
123,2.3399494E-08;
124,2.3399494E-08;
125,2.3400489E-08;
126,2.3402492E-08;
127,2.339948E-08;
128,2.339948E-08;
129,2.339948E-08;
130,2.3398485E-08;
131,2.3401469E-08;
132,2.339948E-08;
133,2.3403487E-08;
134,2.3402492E-08;
135,2.3405477E-08;
136,2.3396495E-08;
137,2.3398286E-08;
138,2.3396495E-08;
139,2.3399508E-08;
140,2.3394506E-08;
141,2.339948E-08;
142,2.3398485E-08;
143,2.3400474E-08;
144,2.3398485E-08;
145,2.3395501E-08;
146,2.3401469E-08;
147,2.3398485E-08;
148,2.339749E-08;
149,2.3395273E-08;
150,2.339948E-08;
151,2.3398684E-08;
152,2.339948E-08;
153,2.3396495E-08;
154,2.3398485E-08;
155,2.3403487E-08;
156,2.3400503E-08;
157,2.3401498E-08;
158,2.3400503E-08;
159,2.3400503E-08;
160,2.3398485E-08;
161,2.339948E-08;
162,2.3401469E-08;
163,2.3401498E-08;
164,2.339749E-08;
165,2.3399508E-08;
166,2.3401498E-08;
167,2.3400503E-08;
168,2.3396495E-08;
169,2.339749E-08;
170,2.3400503E-08;
171,2.3402464E-08;
172,2.3396495E-08;
173,2.3396495E-08;
174,2.3398485E-08;
175,2.339948E-08;
176,2.339749E-08;
177,2.3400304E-08;
